CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID
122,805606852201300122,201300122,2013-09-05,2013-09-05 17:00:00,2013-09-05 18:00:00,2013-09-05 17:00:00,15.53957,76.01585,Assault Women Modesty reported at UNIT-KA-KOPPAL-01,500019,100019,4,1,5,9,2,700007
123,305606852201300123,201300123,2013-03-15,2013-03-15 08:00:00,2013-03-15 09:00:00,2013-03-15 08:00:00,15.48411,76.17211,Riots reported at UNIT-KA-KOPPAL-01,500019,100019,3,1,4,6,2,700007
124,105606852201300124,201300124,2013-05-27,2013-05-27 18:00:00,2013-05-27 19:00:00,2013-05-27 18:00:00,15.68399,76.13516,Other reported at UNIT-KA-KOPPAL-01,500019,100019,2,1,1,1,2,700007
125,105607529201300125,201300125,2013-02-19,2013-02-19 22:00:00,2013-02-19 23:00:00,2013-02-19 22:00:00,15.33755,75.95345,Other reported at UNIT-KA-KOPPAL-03,500021,100021,2,1,1,1,1,700007
126,105607159201300126,201300126,2013-03-12,2013-03-12 18:00:00,2013-03-12 19:00:00,2013-03-12 18:00:00,15.6665,76.23799,Other reported at UNIT-KA-KOPPAL-02,500020,100020,2,1,1,1,1,700007
127,105607159201300127,201300127,2013-06-16,2013-06-16 19:00:00,2013-06-16 20:00:00,2013-06-16 19:00:00,15.46677,76.08665,Other reported at UNIT-KA-KOPPAL-02,500020,100020,2,1,1,1,4,700007
128,105607529201300128,201300128,2013-09-27,2013-09-27 10:00:00,2013-09-27 11:00:00,2013-09-27 10:00:00,15.71086,75.88472,Other reported at UNIT-KA-KOPPAL-03,500021,100021,2,1,1,1,5,700007
129,405606852201300129,201300129,2013-06-19,2013-06-19 18:00:00,2013-06-19 19:00:00,2013-06-19 18:00:00,15.45417,76.05739,Other reported at UNIT-KA-KOPPAL-01,500019,100019,1,1,1,1,1,700007
130,305607159201300130,201300130,2013-06-02,2013-06-02 19:00:00,2013-06-02 20:00:00,2013-06-02 19:00:00,15.85451,76.1667,Other reported at UNIT-KA-KOPPAL-02,500020,100020,3,1,1,1,4,700007
131,105607529201300131,201300131,2013-11-11,2013-11-11 22:00:00,2013-11-11 23:00:00,2013-11-11 22:00:00,15.83696,76.51187,Other reported at UNIT-KA-KOPPAL-03,500021,100021,2,1,1,1,5,700007
132,805607529201300132,201300132,2013-10-11,2013-10-11 01:00:00,2013-10-11 02:00:00,2013-10-11 01:00:00,16.01225,75.9381,Cruelty Husband reported at UNIT-KA-KOPPAL-03,500021,100021,4,1,5,7,1,700007
133,405607159201300133,201300133,2013-04-08,2013-04-08 00:00:00,2013-04-08 01:00:00,2013-04-08 00:00:00,15.5919,75.99824,Other reported at UNIT-KA-KOPPAL-02,500020,100020,1,1,1,1,4,700007
134,105606852201300134,201300134,2013-03-13,2013-03-13 04:00:00,2013-03-13 05:00:00,2013-03-13 04:00:00,15.6774,76.19105,Grievous Hurt reported at UNIT-KA-KOPPAL-01,500019,100019,2,1,2,3,3,700007
135,305607529201300135,201300135,2013-11-10,2013-11-10 16:00:00,2013-11-10 17:00:00,2013-11-10 16:00:00,15.62277,76.2062,Other reported at UNIT-KA-KOPPAL-03,500021,100021,3,1,1,1,2,700007
136,105606852201300136,201300136,2013-07-16,2013-07-16 11:00:00,2013-07-16 12:00:00,2013-07-16 11:00:00,15.40905,76.15362,Grievous Hurt reported at UNIT-KA-KOPPAL-01,500019,100019,2,1,2,3,1,700007
137,105607529201300137,201300137,2013-02-22,2013-02-22 18:00:00,2013-02-22 19:00:00,2013-02-22 18:00:00,15.5328,76.30361,Grievous Hurt reported at UNIT-KA-KOPPAL-03,500021,100021,2,1,2,3,3,700007
138,105607529201300138,201300138,2013-08-06,2013-08-06 08:00:00,2013-08-06 09:00:00,2013-08-06 08:00:00,15.73571,76.10706,Other reported at UNIT-KA-KOPPAL-03,500021,100021,2,1,1,1,1,700007
139,105606852201300139,201300139,2013-10-19,2013-10-19 19:00:00,2013-10-19 20:00:00,2013-10-19 19:00:00,15.47863,76.11393,Other reported at UNIT-KA-KOPPAL-01,500019,100019,2,1,1,1,2,700007
140,105607529201300140,201300140,2013-12-13,2013-12-13 17:00:00,2013-12-13 18:00:00,2013-12-13 17:00:00,15.96981,76.21855,Riots reported at UNIT-KA-KOPPAL-03,500021,100021,2,1,4,6,1,700007
141,105615604201300141,201300141,2013-04-28,2013-04-28 19:00:00,2013-04-28 20:00:00,2013-04-28 19:00:00,15.53513,75.76848,Attempt Murder reported at UNIT-KA-GADAG-03,500024,100024,2,2,2,12,1,700008
142,105615604201300142,201300142,2013-07-13,2013-07-13 18:00:00,2013-07-13 19:00:00,2013-07-13 18:00:00,15.62034,75.51363,Other reported at UNIT-KA-GADAG-03,500024,100024,2,1,1,1,1,700008
143,105615604201300143,201300143,2013-03-17,2013-03-17 11:00:00,2013-03-17 12:00:00,2013-03-17 11:00:00,15.54798,75.31456,Riots reported at UNIT-KA-GADAG-03,500024,100024,2,1,4,6,4,700008
144,105618075201300144,201300144,2013-11-12,2013-11-12 21:00:00,2013-11-12 22:00:00,2013-11-12 21:00:00,15.20582,75.64185,Other reported at UNIT-KA-GADAG-02,500023,100023,2,1,1,1,4,700008
145,105618075201300145,201300145,2013-10-10,2013-10-10 13:00:00,2013-10-10 14:00:00,2013-10-10 13:00:00,15.43664,75.67414,Other reported at UNIT-KA-GADAG-02,500023,100023,2,1,1,1,1,700008
146,105614460201300146,201300146,2013-10-15,2013-10-15 12:00:00,2013-10-15 13:00:00,2013-10-15 12:00:00,15.71278,75.90566,Other reported at UNIT-KA-GADAG-01,500022,100022,2,1,1,1,1,700008
147,105615604201300147,201300147,2013-07-16,2013-07-16 14:00:00,2013-07-16 15:00:00,2013-07-16 14:00:00,15.4817,75.68575,Burglary reported at UNIT-KA-GADAG-03,500024,100024,2,1,3,5,1,700008
148,105614460201300148,201300148,2013-05-15,2013-05-15 11:00:00,2013-05-15 12:00:00,2013-05-15 11:00:00,15.48475,75.44262,Cheating reported at UNIT-KA-GADAG-01,500022,100022,2,1,6,8,1,700008
149,105615604201300149,201300149,2013-09-20,2013-09-20 10:00:00,2013-09-20 11:00:00,2013-09-20 10:00:00,16.00851,75.81169,Other reported at UNIT-KA-GADAG-03,500024,100024,2,1,1,1,5,700008
150,105614460201300150,201300150,2013-05-20,2013-05-20 18:00:00,2013-05-20 19:00:00,2013-05-20 18:00:00,15.44621,75.60252,Murder reported at UNIT-KA-GADAG-01,500022,100022,2,2,2,13,4,700008
151,105618075201300151,201300151,2013-01-01,2013-01-01 12:00:00,2013-01-01 13:00:00,2013-01-01 12:00:00,15.34986,75.34885,Cruelty Husband reported at UNIT-KA-GADAG-02,500023,100023,2,1,5,7,4,700008
152,105615604201300152,201300152,2013-12-04,2013-12-04 11:00:00,2013-12-04 12:00:00,2013-12-04 11:00:00,15.73766,75.8076,Attempt Murder reported at UNIT-KA-GADAG-03,500024,100024,2,2,2,12,1,700008
153,105614460201300153,201300153,2013-12-24,2013-12-24 07:00:00,2013-12-24 08:00:00,2013-12-24 07:00:00,15.87136,75.79379,Other reported at UNIT-KA-GADAG-01,500022,100022,2,1,1,1,1,700008
154,105615604201300154,201300154,2013-12-28,2013-12-28 11:00:00,2013-12-28 12:00:00,2013-12-28 11:00:00,15.39509,75.41029,Assault Women Modesty reported at UNIT-KA-GADAG-03,500024,100024,2,1,5,9,2,700008
155,405615604201300155,201300155,2013-08-28,2013-08-28 20:00:00,2013-08-28 21:00:00,2013-08-28 20:00:00,15.64998,75.88619,Murder reported at UNIT-KA-GADAG-03,500024,100024,1,2,2,13,1,700008
156,105618075201300156,201300156,2013-08-24,2013-08-24 07:00:00,2013-08-24 08:00:00,2013-08-24 07:00:00,15.47219,75.5949,Burglary reported at UNIT-KA-GADAG-02,500023,100023,2,1,3,5,2,700008
157,105615604201300157,201300157,2013-10-16,2013-10-16 19:00:00,2013-10-16 20:00:00,2013-10-16 19:00:00,15.48305,75.50735,Riots reported at UNIT-KA-GADAG-03,500024,100024,2,1,4,6,2,700008
158,305614460201300158,201300158,2013-04-07,2013-04-07 10:00:00,2013-04-07 11:00:00,2013-04-07 10:00:00,15.74174,75.8713,Other reported at UNIT-KA-GADAG-01,500022,100022,3,1,1,1,1,700008
159,105618075201300159,201300159,2013-08-17,2013-08-17 20:00:00,2013-08-17 21:00:00,2013-08-17 20:00:00,15.58283,75.31147,Other reported at UNIT-KA-GADAG-02,500023,100023,2,1,1,1,5,700008
160,305615604201300160,201300160,2013-12-18,2013-12-18 16:00:00,2013-12-18 17:00:00,2013-12-18 16:00:00,15.67643,75.46229,Grievous Hurt reported at UNIT-KA-GADAG-03,500024,100024,3,1,2,3,3,700008
161,305651710201300161,201300161,2013-04-25,2013-04-25 19:00:00,2013-04-25 20:00:00,2013-04-25 19:00:00,15.03016,76.33905,Other reported at UNIT-KA-BALLARI-03,500027,100027,3,1,1,1,2,700009
162,105654607201300162,201300162,2013-11-20,2013-11-20 17:00:00,2013-11-20 18:00:00,2013-11-20 17:00:00,15.12145,76.32977,Other reported at UNIT-KA-BALLARI-02,500026,100026,2,1,1,1,4,700009
163,405651710201300163,201300163,2013-06-10,2013-06-10 12:00:00,2013-06-10 13:00:00,2013-06-10 12:00:00,15.09931,76.70488,Cheating reported at UNIT-KA-BALLARI-03,500027,100027,1,1,6,8,2,700009
164,105651710201300164,201300164,2013-01-10,2013-01-10 14:00:00,2013-01-10 15:00:00,2013-01-10 14:00:00,15.13061,76.38027,Other reported at UNIT-KA-BALLARI-03,500027,100027,2,1,1,1,2,700009
165,105655944201300165,201300165,2013-05-18,2013-05-18 09:00:00,2013-05-18 10:00:00,2013-05-18 09:00:00,15.31509,76.56992,Cheating reported at UNIT-KA-BALLARI-01,500025,100025,2,1,6,8,4,700009
166,405654607201300166,201300166,2013-02-10,2013-02-10 22:00:00,2013-02-10 23:00:00,2013-02-10 22:00:00,15.07776,76.3108,Kidnap Abduct reported at UNIT-KA-BALLARI-02,500026,100026,1,2,2,2,1,700009
167,805655944201300167,201300167,2013-12-21,2013-12-21 11:00:00,2013-12-21 12:00:00,2013-12-21 11:00:00,14.77346,76.72235,Cruelty Husband reported at UNIT-KA-BALLARI-01,500025,100025,4,1,5,7,2,700009
168,105651710201300168,201300168,2013-03-08,2013-03-08 08:00:00,2013-03-08 09:00:00,2013-03-08 08:00:00,14.95598,76.36083,Grievous Hurt reported at UNIT-KA-BALLARI-03,500027,100027,2,1,2,3,1,700009
169,105651710201300169,201300169,2013-02-10,2013-02-10 18:00:00,2013-02-10 19:00:00,2013-02-10 18:00:00,14.79556,76.20834,Other reported at UNIT-KA-BALLARI-03,500027,100027,2,1,1,1,1,700009
170,105651710201300170,201300170,2013-08-15,2013-08-15 19:00:00,2013-08-15 20:00:00,2013-08-15 19:00:00,14.78649,76.53567,Riots reported at UNIT-KA-BALLARI-03,500027,100027,2,1,4,6,2,700009
171,405651710201300171,201300171,2013-10-19,2013-10-19 01:00:00,2013-10-19 02:00:00,2013-10-19 01:00:00,14.86981,76.56263,Other reported at UNIT-KA-BALLARI-03,500027,100027,1,1,1,1,4,700009
172,105655944201300172,201300172,2013-10-22,2013-10-22 20:00:00,2013-10-22 21:00:00,2013-10-22 20:00:00,15.14361,76.60867,Cheating reported at UNIT-KA-BALLARI-01,500025,100025,2,1,6,8,2,700009
173,105654607201300173,201300173,2013-01-02,2013-01-02 21:00:00,2013-01-02 22:00:00,2013-01-02 21:00:00,15.18719,76.42545,Other reported at UNIT-KA-BALLARI-02,500026,100026,2,1,1,1,5,700009
174,105654607201300174,201300174,2013-06-16,2013-06-16 20:00:00,2013-06-16 21:00:00,2013-06-16 20:00:00,15.13514,76.12038,Other reported at UNIT-KA-BALLARI-02,500026,100026,2,1,1,1,1,700009
175,105654607201300175,201300175,2013-08-22,2013-08-22 19:00:00,2013-08-22 20:00:00,2013-08-22 19:00:00,14.93754,76.45729,Burglary reported at UNIT-KA-BALLARI-02,500026,100026,2,1,3,5,1,700009
176,105654607201300176,201300176,2013-10-21,2013-10-21 17:00:00,2013-10-21 18:00:00,2013-10-21 17:00:00,15.30002,76.47246,Riots reported at UNIT-KA-BALLARI-02,500026,100026,2,1,4,6,5,700009
177,305651710201300177,201300177,2013-05-06,2013-05-06 18:00:00,2013-05-06 19:00:00,2013-05-06 18:00:00,15.02296,76.29804,Other reported at UNIT-KA-BALLARI-03,500027,100027,3,1,1,1,2,700009
178,105651710201300178,201300178,2013-10-18,2013-10-18 07:00:00,2013-10-18 08:00:00,2013-10-18 07:00:00,15.20629,76.14123,Other reported at UNIT-KA-BALLARI-03,500027,100027,2,1,1,1,5,700009
179,305651710201300179,201300179,2013-07-05,2013-07-05 17:00:00,2013-07-05 18:00:00,2013-07-05 17:00:00,15.03889,76.71521,Other reported at UNIT-KA-BALLARI-03,500027,100027,3,1,1,1,4,700009
180,105654607201300180,201300180,2013-05-09,2013-05-09 18:00:00,2013-05-09 19:00:00,2013-05-09 18:00:00,15.14955,76.30996,Grievous Hurt reported at UNIT-KA-BALLARI-02,500026,100026,2,1,2,3,2,700009
181,105625260201300181,201300181,2013-06-22,2013-06-22 19:00:00,2013-06-22 20:00:00,2013-06-22 19:00:00,15.17495,75.27527,Murder reported at UNIT-KA-DHARWAD-02,500029,100029,2,2,2,13,2,700010
182,105623007201300182,201300182,2013-07-17,2013-07-17 10:00:00,2013-07-17 11:00:00,2013-07-17 10:00:00,15.39165,75.18364,Grievous Hurt reported at UNIT-KA-DHARWAD-01,500028,100028,2,1,2,3,1,700010
183,305623007201300183,201300183,2013-04-26,2013-04-26 18:00:00,2013-04-26 19:00:00,2013-04-26 18:00:00,15.18281,75.51072,Cheating reported at UNIT-KA-DHARWAD-01,500028,100028,3,1,6,8,2,700010
184,105623007201300184,201300184,2013-04-28,2013-04-28 10:00:00,2013-04-28 11:00:00,2013-04-28 10:00:00,15.33183,75.26008,Other reported at UNIT-KA-DHARWAD-01,500028,100028,2,1,1,1,4,700010
185,105625260201300185,201300185,2013-09-09,2013-09-09 15:00:00,2013-09-09 16:00:00,2013-09-09 15:00:00,15.12951,75.30466,Other reported at UNIT-KA-DHARWAD-02,500029,100029,2,1,1,1,1,700010
186,105623619201300186,201300186,2013-03-18,2013-03-18 21:00:00,2013-03-18 22:00:00,2013-03-18 21:00:00,15.33277,75.27153,Other reported at UNIT-KA-DHARWAD-03,500030,100030,2,1,1,1,3,700010
187,105623007201300187,201300187,2013-04-18,2013-04-18 19:00:00,2013-04-18 20:00:00,2013-04-18 19:00:00,15.20031,75.2099,Other reported at UNIT-KA-DHARWAD-01,500028,100028,2,1,1,1,1,700010
188,105625260201300188,201300188,2013-11-04,2013-11-04 15:00:00,2013-11-04 16:00:00,2013-11-04 15:00:00,15.20566,75.18993,Theft reported at UNIT-KA-DHARWAD-02,500029,100029,2,1,3,4,2,700010
189,305623007201300189,201300189,2013-05-15,2013-05-15 13:00:00,2013-05-15 14:00:00,2013-05-15 13:00:00,15.28242,75.07927,Grievous Hurt reported at UNIT-KA-DHARWAD-01,500028,100028,3,1,2,3,1,700010
190,105623619201300190,201300190,2013-08-25,2013-08-25 13:00:00,2013-08-25 14:00:00,2013-08-25 13:00:00,15.44193,75.02978,Riots reported at UNIT-KA-DHARWAD-03,500030,100030,2,1,4,6,2,700010
191,305623007201300191,201300191,2013-10-05,2013-10-05 06:00:00,2013-10-05 07:00:00,2013-10-05 06:00:00,15.66278,75.33243,Cheating reported at UNIT-KA-DHARWAD-01,500028,100028,3,1,6,8,2,700010
192,105623619201300192,201300192,2013-09-15,2013-09-15 22:00:00,2013-09-15 23:00:00,2013-09-15 22:00:00,15.60048,75.43766,Other reported at UNIT-KA-DHARWAD-03,500030,100030,2,1,1,1,2,700010
193,105625260201300193,201300193,2013-03-10,2013-03-10 14:00:00,2013-03-10 15:00:00,2013-03-10 14:00:00,15.53733,75.15808,Other reported at UNIT-KA-DHARWAD-02,500029,100029,2,1,1,1,5,700010
194,105623007201300194,201300194,2013-09-14,2013-09-14 14:00:00,2013-09-14 15:00:00,2013-09-14 14:00:00,15.2676,75.20384,Other reported at UNIT-KA-DHARWAD-01,500028,100028,2,1,1,1,5,700010
195,105625260201300195,201300195,2013-08-20,2013-08-20 07:00:00,2013-08-20 08:00:00,2013-08-20 07:00:00,15.10541,75.21782,Other reported at UNIT-KA-DHARWAD-02,500029,100029,2,1,1,1,2,700010
196,305625260201300196,201300196,2013-08-23,2013-08-23 23:00:00,2013-08-23 23:00:00,2013-08-23 23:00:00,15.37986,75.00674,Grievous Hurt reported at UNIT-KA-DHARWAD-02,500029,100029,3,1,2,3,4,700010
197,105623619201300197,201300197,2013-08-13,2013-08-13 23:00:00,2013-08-13 23:00:00,2013-08-13 23:00:00,15.2852,75.01941,Other reported at UNIT-KA-DHARWAD-03,500030,100030,2,1,1,1,1,700010
198,105623007201300198,201300198,2013-10-04,2013-10-04 20:00:00,2013-10-04 21:00:00,2013-10-04 20:00:00,15.24826,75.21788,Other reported at UNIT-KA-DHARWAD-01,500028,100028,2,1,1,1,3,700010
199,305623007201300199,201300199,2013-06-18,2013-06-18 15:00:00,2013-06-18 16:00:00,2013-06-18 15:00:00,15.40753,74.88401,Other reported at UNIT-KA-DHARWAD-01,500028,100028,3,1,1,1,4,700010
200,105625260201300200,201300200,2013-10-28,2013-10-28 11:00:00,2013-10-28 12:00:00,2013-10-28 11:00:00,15.28606,75.12487,Cruelty Husband reported at UNIT-KA-DHARWAD-02,500029,100029,2,1,5,7,1,700010
201,305631874201300201,201300201,2013-04-17,2013-04-17 13:00:00,2013-04-17 14:00:00,2013-04-17 13:00:00,14.64298,74.48893,Theft reported at UNIT-KA-UTTARA-KANNADA-03,500033,100033,3,1,3,4,3,700011
202,105631874201300202,201300202,2013-06-11,2013-06-11 14:00:00,2013-06-11 15:00:00,2013-06-11 14:00:00,14.24138,74.49415,Other reported at UNIT-KA-UTTARA-KANNADA-03,500033,100033,2,1,1,1,4,700011
203,105633465201300203,201300203,2013-09-05,2013-09-05 17:00:00,2013-09-05 18:00:00,2013-09-05 17:00:00,14.89331,74.65662,Murder reported at UNIT-KA-UTTARA-KANNADA-02,500032,100032,2,2,2,13,1,700011
204,105633465201300204,201300204,2013-02-19,2013-02-19 20:00:00,2013-02-19 21:00:00,2013-02-19 20:00:00,14.46864,74.87287,Other reported at UNIT-KA-UTTARA-KANNADA-02,500032,100032,2,1,1,1,5,700011
205,105639231201300205,201300205,2013-04-24,2013-04-24 21:00:00,2013-04-24 22:00:00,2013-04-24 21:00:00,14.63317,74.48425,Other reported at UNIT-KA-UTTARA-KANNADA-01,500031,100031,2,1,1,1,1,700011
206,805631874201300206,201300206,2013-02-08,2013-02-08 17:00:00,2013-02-08 18:00:00,2013-02-08 17:00:00,14.50199,74.77882,Other reported at UNIT-KA-UTTARA-KANNADA-03,500033,100033,4,1,1,1,1,700011
207,105631874201300207,201300207,2013-12-17,2013-12-17 17:00:00,2013-12-17 18:00:00,2013-12-17 17:00:00,14.75925,74.72391,Assault Women Modesty reported at UNIT-KA-UTTARA-KANNADA-03,500033,100033,2,1,5,9,5,700011
208,105633465201300208,201300208,2013-08-20,2013-08-20 17:00:00,2013-08-20 18:00:00,2013-08-20 17:00:00,14.78731,74.70069,Other reported at UNIT-KA-UTTARA-KANNADA-02,500032,100032,2,1,1,1,4,700011
209,105633465201300209,201300209,2013-10-24,2013-10-24 16:00:00,2013-10-24 17:00:00,2013-10-24 16:00:00,15.0041,74.65031,Grievous Hurt reported at UNIT-KA-UTTARA-KANNADA-02,500032,100032,2,1,2,3,5,700011
210,105639231201300210,201300210,2013-11-13,2013-11-13 00:00:00,2013-11-13 01:00:00,2013-11-13 00:00:00,14.77628,74.81777,Other reported at UNIT-KA-UTTARA-KANNADA-01,500031,100031,2,1,1,1,3,700011
211,105633465201300211,201300211,2013-06-21,2013-06-21 18:00:00,2013-06-21 19:00:00,2013-06-21 18:00:00,14.58614,75.16538,Assault Women Modesty reported at UNIT-KA-UTTARA-KANNADA-02,500032,100032,2,1,5,9,3,700011
212,105639231201300212,201300212,2013-10-05,2013-10-05 14:00:00,2013-10-05 15:00:00,2013-10-05 14:00:00,14.63383,74.72396,Other reported at UNIT-KA-UTTARA-KANNADA-01,500031,100031,2,1,1,1,2,700011
213,805639231201300213,201300213,2013-10-06,2013-10-06 18:00:00,2013-10-06 19:00:00,2013-10-06 18:00:00,14.67373,74.8484,Other reported at UNIT-KA-UTTARA-KANNADA-01,500031,100031,4,1,1,1,3,700011
214,105639231201300214,201300214,2013-03-01,2013-03-01 07:00:00,2013-03-01 08:00:00,2013-03-01 07:00:00,14.77499,74.44274,Other reported at UNIT-KA-UTTARA-KANNADA-01,500031,100031,2,1,1,1,1,700011
215,105633465201300215,201300215,2013-04-08,2013-04-08 08:00:00,2013-04-08 09:00:00,2013-04-08 08:00:00,15.02434,74.71696,Cheating reported at UNIT-KA-UTTARA-KANNADA-02,500032,100032,2,1,6,8,1,700011
216,405633465201300216,201300216,2013-01-20,2013-01-20 14:00:00,2013-01-20 15:00:00,2013-01-20 14:00:00,14.74338,74.50635,Other reported at UNIT-KA-UTTARA-KANNADA-02,500032,100032,1,1,1,1,1,700011
217,105633465201300217,201300217,2013-11-02,2013-11-02 16:00:00,2013-11-02 17:00:00,2013-11-02 16:00:00,14.82132,74.82226,Other reported at UNIT-KA-UTTARA-KANNADA-02,500032,100032,2,1,1,1,4,700011
218,105631874201300218,201300218,2013-04-15,2013-04-15 21:00:00,2013-04-15 22:00:00,2013-04-15 21:00:00,14.87727,74.73824,Cruelty Husband reported at UNIT-KA-UTTARA-KANNADA-03,500033,100033,2,1,5,7,5,700011
219,105631874201300219,201300219,2013-03-11,2013-03-11 13:00:00,2013-03-11 14:00:00,2013-03-11 13:00:00,14.54253,74.56829,Other reported at UNIT-KA-UTTARA-KANNADA-03,500033,100033,2,1,1,1,1,700011
220,105633465201300220,201300220,2013-08-28,2013-08-28 00:00:00,2013-08-28 01:00:00,2013-08-28 00:00:00,14.46737,74.66471,Other reported at UNIT-KA-UTTARA-KANNADA-02,500032,100032,2,1,1,1,2,700011
221,105649230201300221,201300221,2013-10-20,2013-10-20 10:00:00,2013-10-20 11:00:00,2013-10-20 10:00:00,14.72429,75.49044,Cheating reported at UNIT-KA-HAVERI-02,500035,100035,2,1,6,8,2,700012
222,105648594201300222,201300222,2013-05-26,2013-05-26 18:00:00,2013-05-26 19:00:00,2013-05-26 18:00:00,14.89862,75.47933,Other reported at UNIT-KA-HAVERI-01,500034,100034,2,1,1,1,2,700012
223,105648594201300223,201300223,2013-09-11,2013-09-11 17:00:00,2013-09-11 18:00:00,2013-09-11 17:00:00,14.49009,75.49201,Kidnap Abduct reported at UNIT-KA-HAVERI-01,500034,100034,2,2,2,2,3,700012
224,105648594201300224,201300224,2013-07-06,2013-07-06 17:00:00,2013-07-06 18:00:00,2013-07-06 17:00:00,14.51109,75.24327,Other reported at UNIT-KA-HAVERI-01,500034,100034,2,1,1,1,5,700012
225,405649230201300225,201300225,2013-08-17,2013-08-17 16:00:00,2013-08-17 17:00:00,2013-08-17 16:00:00,14.8582,75.54361,Other reported at UNIT-KA-HAVERI-02,500035,100035,1,1,1,1,2,700012
226,105649769201300226,201300226,2013-06-15,2013-06-15 21:00:00,2013-06-15 22:00:00,2013-06-15 21:00:00,14.83277,75.37556,Other reported at UNIT-KA-HAVERI-03,500036,100036,2,1,1,1,5,700012
227,105649230201300227,201300227,2013-05-04,2013-05-04 08:00:00,2013-05-04 09:00:00,2013-05-04 08:00:00,14.99794,75.44482,Other reported at UNIT-KA-HAVERI-02,500035,100035,2,1,1,1,2,700012
228,105648594201300228,201300228,2013-11-02,2013-11-02 15:00:00,2013-11-02 16:00:00,2013-11-02 15:00:00,14.81735,75.45629,Other reported at UNIT-KA-HAVERI-01,500034,100034,2,1,1,1,2,700012
229,105649230201300229,201300229,2013-02-27,2013-02-27 17:00:00,2013-02-27 18:00:00,2013-02-27 17:00:00,14.85555,75.18891,Other reported at UNIT-KA-HAVERI-02,500035,100035,2,1,1,1,1,700012
230,105649230201300230,201300230,2013-01-03,2013-01-03 15:00:00,2013-01-03 16:00:00,2013-01-03 15:00:00,14.62839,75.44641,Other reported at UNIT-KA-HAVERI-02,500035,100035,2,1,1,1,2,700012
231,105649769201300231,201300231,2013-03-16,2013-03-16 10:00:00,2013-03-16 11:00:00,2013-03-16 10:00:00,14.66667,75.52082,Grievous Hurt reported at UNIT-KA-HAVERI-03,500036,100036,2,1,2,3,4,700012
232,105649230201300232,201300232,2013-02-20,2013-02-20 22:00:00,2013-02-20 23:00:00,2013-02-20 22:00:00,15.00311,75.60872,Theft reported at UNIT-KA-HAVERI-02,500035,100035,2,1,3,4,5,700012
233,105649769201300233,201300233,2013-11-10,2013-11-10 20:00:00,2013-11-10 21:00:00,2013-11-10 20:00:00,15.10317,75.23926,Other reported at UNIT-KA-HAVERI-03,500036,100036,2,1,1,1,5,700012
234,105649769201300234,201300234,2013-11-11,2013-11-11 17:00:00,2013-11-11 18:00:00,2013-11-11 17:00:00,14.73665,75.2648,Other reported at UNIT-KA-HAVERI-03,500036,100036,2,1,1,1,2,700012
235,305649230201300235,201300235,2013-03-03,2013-03-03 18:00:00,2013-03-03 19:00:00,2013-03-03 18:00:00,14.96406,75.64342,Attempt Murder reported at UNIT-KA-HAVERI-02,500035,100035,3,2,2,12,4,700012
236,105649230201300236,201300236,2013-10-12,2013-10-12 22:00:00,2013-10-12 23:00:00,2013-10-12 22:00:00,14.81898,75.43271,Riots reported at UNIT-KA-HAVERI-02,500035,100035,2,1,4,6,2,700012
237,105649769201300237,201300237,2013-01-11,2013-01-11 11:00:00,2013-01-11 12:00:00,2013-01-11 11:00:00,14.75251,75.41829,Other reported at UNIT-KA-HAVERI-03,500036,100036,2,1,1,1,2,700012
238,105649769201300238,201300238,2013-03-19,2013-03-19 15:00:00,2013-03-19 16:00:00,2013-03-19 15:00:00,15.23761,75.5788,Other reported at UNIT-KA-HAVERI-03,500036,100036,2,1,1,1,4,700012
239,105648594201300239,201300239,2013-12-05,2013-12-05 21:00:00,2013-12-05 22:00:00,2013-12-05 21:00:00,14.69243,75.29406,Attempt Murder reported at UNIT-KA-HAVERI-01,500034,100034,2,2,2,12,1,700012
240,105649230201300240,201300240,2013-02-02,2013-02-02 19:00:00,2013-02-02 20:00:00,2013-02-02 19:00:00,14.85537,75.56367,Other reported at UNIT-KA-HAVERI-02,500035,100035,2,1,1,1,1,700012
241,105666262201300241,201300241,2013-02-21,2013-02-21 15:00:00,2013-02-21 16:00:00,2013-02-21 15:00:00,13.8061,76.72222,Theft reported at UNIT-KA-CHITRADURGA-02,500038,100038,2,1,3,4,5,700013
242,105661576201300242,201300242,2013-03-21,2013-03-21 17:00:00,2013-03-21 18:00:00,2013-03-21 17:00:00,14.21813,76.57576,Cheating reported at UNIT-KA-CHITRADURGA-01,500037,100037,2,1,6,8,5,700013
243,405661576201300243,201300243,2013-01-02,2013-01-02 18:00:00,2013-01-02 19:00:00,2013-01-02 18:00:00,14.24282,76.46306,Cruelty Husband reported at UNIT-KA-CHITRADURGA-01,500037,100037,1,1,5,7,5,700013
244,105667249201300244,201300244,2013-06-11,2013-06-11 22:00:00,2013-06-11 23:00:00,2013-06-11 22:00:00,14.23997,76.42405,Other reported at UNIT-KA-CHITRADURGA-03,500039,100039,2,1,1,1,2,700013
