CaseMasterID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude
273,2013-06-16 01:00:00,2013-06-16 02:00:00,2013-06-16 01:00:00,14.53418,76.05277
274,2013-02-24 17:00:00,2013-02-24 18:00:00,2013-02-24 17:00:00,14.83045,75.76611
275,2013-09-09 23:00:00,2013-09-09 23:00:00,2013-09-09 23:00:00,14.54245,76.10672
276,2013-11-25 19:00:00,2013-11-25 20:00:00,2013-11-25 19:00:00,14.25174,75.94262
277,2013-01-02 14:00:00,2013-01-02 15:00:00,2013-01-02 14:00:00,14.5407,76.17639
278,2013-10-13 11:00:00,2013-10-13 12:00:00,2013-10-13 11:00:00,14.32581,75.86586
279,2013-05-19 10:00:00,2013-05-19 11:00:00,2013-05-19 10:00:00,14.64679,76.09014
280,2013-11-11 15:00:00,2013-11-11 16:00:00,2013-11-11 15:00:00,14.50408,76.08281
281,2013-04-26 09:00:00,2013-04-26 10:00:00,2013-04-26 09:00:00,14.13255,75.04008
282,2013-02-14 11:00:00,2013-02-14 12:00:00,2013-02-14 11:00:00,14.23949,75.05393
283,2013-12-24 19:00:00,2013-12-24 20:00:00,2013-12-24 19:00:00,14.06399,75.36529
284,2013-12-12 13:00:00,2013-12-12 14:00:00,2013-12-12 13:00:00,14.06351,75.16842
285,2013-04-28 07:00:00,2013-04-28 08:00:00,2013-04-28 07:00:00,14.03038,75.2053
286,2013-12-09 20:00:00,2013-12-09 21:00:00,2013-12-09 20:00:00,13.9003,75.19225
287,2013-10-22 19:00:00,2013-10-22 20:00:00,2013-10-22 19:00:00,13.72889,75.40056
288,2013-01-18 10:00:00,2013-01-18 11:00:00,2013-01-18 10:00:00,13.9139,75.01891
289,2013-08-04 20:00:00,2013-08-04 21:00:00,2013-08-04 20:00:00,14.0664,75.30462
290,2013-02-01 18:00:00,2013-02-01 19:00:00,2013-02-01 18:00:00,13.73128,75.26114
291,2013-01-01 19:00:00,2013-01-01 20:00:00,2013-01-01 19:00:00,14.04408,75.42059
292,2013-07-05 18:00:00,2013-07-05 19:00:00,2013-07-05 18:00:00,14.04013,75.3366
293,2013-01-07 20:00:00,2013-01-07 21:00:00,2013-01-07 20:00:00,14.11797,75.29114
294,2013-02-12 21:00:00,2013-02-12 22:00:00,2013-02-12 21:00:00,14.3172,75.37684
295,2013-06-19 07:00:00,2013-06-19 08:00:00,2013-06-19 07:00:00,14.11757,75.16555
296,2013-11-10 21:00:00,2013-11-10 22:00:00,2013-11-10 21:00:00,14.02519,75.24665
297,2013-05-16 08:00:00,2013-05-16 09:00:00,2013-05-16 08:00:00,14.13159,74.95043
298,2013-02-02 17:00:00,2013-02-02 18:00:00,2013-02-02 17:00:00,13.62007,75.16212
299,2013-05-27 18:00:00,2013-05-27 19:00:00,2013-05-27 18:00:00,14.05062,75.36722
300,2013-05-11 21:00:00,2013-05-11 22:00:00,2013-05-11 21:00:00,13.89871,75.10635
301,2013-12-19 20:00:00,2013-12-19 21:00:00,2013-12-19 20:00:00,13.3283,74.80349
302,2013-07-16 21:00:00,2013-07-16 22:00:00,2013-07-16 21:00:00,13.66169,75.06848
303,2013-12-23 21:00:00,2013-12-23 22:00:00,2013-12-23 21:00:00,13.36764,75.02433
304,2013-01-01 09:00:00,2013-01-01 10:00:00,2013-01-01 09:00:00,13.41737,75.01515
305,2013-09-09 19:00:00,2013-09-09 20:00:00,2013-09-09 19:00:00,13.74526,74.72859
306,2013-09-16 14:00:00,2013-09-16 15:00:00,2013-09-16 14:00:00,13.48792,74.84598
307,2013-11-08 13:00:00,2013-11-08 14:00:00,2013-11-08 13:00:00,13.65112,75.13692
308,2013-11-05 18:00:00,2013-11-05 19:00:00,2013-11-05 18:00:00,13.54111,74.88696
309,2013-11-15 19:00:00,2013-11-15 20:00:00,2013-11-15 19:00:00,13.3875,74.60219
310,2013-09-19 21:00:00,2013-09-19 22:00:00,2013-09-19 21:00:00,13.47943,75.22058
311,2013-10-23 23:00:00,2013-10-23 23:00:00,2013-10-23 23:00:00,13.67309,74.78011
312,2013-07-03 19:00:00,2013-07-03 20:00:00,2013-07-03 19:00:00,13.63674,75.01089
313,2013-12-15 07:00:00,2013-12-15 08:00:00,2013-12-15 07:00:00,13.66766,75.10018
314,2013-08-01 11:00:00,2013-08-01 12:00:00,2013-08-01 11:00:00,13.51861,74.83306
315,2013-12-27 15:00:00,2013-12-27 16:00:00,2013-12-27 15:00:00,13.28247,74.75161
316,2013-12-10 17:00:00,2013-12-10 18:00:00,2013-12-10 17:00:00,13.41965,74.88793
317,2013-09-20 14:00:00,2013-09-20 15:00:00,2013-09-20 14:00:00,13.40457,75.11149
318,2013-01-20 18:00:00,2013-01-20 19:00:00,2013-01-20 18:00:00,13.59418,74.89422
319,2013-01-14 03:00:00,2013-01-14 04:00:00,2013-01-14 03:00:00,13.25927,74.65518
320,2013-03-26 13:00:00,2013-03-26 14:00:00,2013-03-26 13:00:00,13.50794,75.31366
321,2013-12-01 13:00:00,2013-12-01 14:00:00,2013-12-01 13:00:00,13.57042,75.78806
322,2013-08-23 01:00:00,2013-08-23 02:00:00,2013-08-23 01:00:00,13.43214,75.57376
323,2013-05-19 03:00:00,2013-05-19 04:00:00,2013-05-19 03:00:00,13.66453,75.41912
324,2013-08-12 16:00:00,2013-08-12 17:00:00,2013-08-12 16:00:00,13.41399,75.67421
325,2013-04-07 22:00:00,2013-04-07 23:00:00,2013-04-07 22:00:00,13.53207,75.79797
326,2013-02-25 20:00:00,2013-02-25 21:00:00,2013-02-25 20:00:00,13.32231,75.57836
327,2013-10-25 13:00:00,2013-10-25 14:00:00,2013-10-25 13:00:00,13.19008,75.84892
328,2013-04-19 19:00:00,2013-04-19 20:00:00,2013-04-19 19:00:00,13.5955,75.81512
329,2013-09-19 23:00:00,2013-09-19 23:00:00,2013-09-19 23:00:00,13.4124,75.60457
330,2013-02-15 12:00:00,2013-02-15 13:00:00,2013-02-15 12:00:00,13.71172,75.43251
331,2013-06-02 17:00:00,2013-06-02 18:00:00,2013-06-02 17:00:00,13.56675,75.66289
332,2013-04-10 12:00:00,2013-04-10 13:00:00,2013-04-10 12:00:00,13.31348,75.72114
333,2013-09-10 17:00:00,2013-09-10 18:00:00,2013-09-10 17:00:00,13.49651,75.54118
334,2013-06-23 15:00:00,2013-06-23 16:00:00,2013-06-23 15:00:00,13.28841,75.85483
335,2013-06-09 22:00:00,2013-06-09 23:00:00,2013-06-09 22:00:00,13.37977,75.65253
336,2013-06-03 18:00:00,2013-06-03 19:00:00,2013-06-03 18:00:00,13.40927,75.8609
337,2013-10-05 09:00:00,2013-10-05 10:00:00,2013-10-05 09:00:00,13.72873,75.67669
338,2013-08-11 19:00:00,2013-08-11 20:00:00,2013-08-11 19:00:00,13.49751,75.54549
339,2013-06-19 16:00:00,2013-06-19 17:00:00,2013-06-19 16:00:00,13.73911,75.72021
340,2013-01-06 17:00:00,2013-01-06 18:00:00,2013-01-06 17:00:00,13.57236,76.01366
341,2013-11-18 11:00:00,2013-11-18 12:00:00,2013-11-18 11:00:00,13.45399,78.16875
342,2013-01-15 09:00:00,2013-01-15 10:00:00,2013-01-15 09:00:00,13.77186,77.86281
343,2013-04-23 16:00:00,2013-04-23 17:00:00,2013-04-23 16:00:00,13.63037,77.79748
344,2013-11-18 01:00:00,2013-11-18 02:00:00,2013-11-18 01:00:00,13.59886,78.06625
345,2013-04-03 21:00:00,2013-04-03 22:00:00,2013-04-03 21:00:00,13.58461,77.82848
346,2013-07-04 13:00:00,2013-07-04 14:00:00,2013-07-04 13:00:00,13.55506,77.89989
347,2013-10-06 16:00:00,2013-10-06 17:00:00,2013-10-06 16:00:00,13.54584,77.89603
348,2013-10-15 17:00:00,2013-10-15 18:00:00,2013-10-15 17:00:00,13.37754,77.97884
349,2013-03-13 11:00:00,2013-03-13 12:00:00,2013-03-13 11:00:00,13.55928,77.86732
350,2013-11-08 21:00:00,2013-11-08 22:00:00,2013-11-08 21:00:00,13.62518,77.59044
351,2013-09-27 09:00:00,2013-09-27 10:00:00,2013-09-27 09:00:00,13.57705,77.7208
352,2013-06-13 05:00:00,2013-06-13 06:00:00,2013-06-13 05:00:00,13.41693,77.95007
353,2013-08-07 08:00:00,2013-08-07 09:00:00,2013-08-07 08:00:00,13.60518,77.91036
354,2013-12-16 12:00:00,2013-12-16 13:00:00,2013-12-16 12:00:00,13.4453,77.70965
355,2013-01-04 20:00:00,2013-01-04 21:00:00,2013-01-04 20:00:00,13.57694,77.59656
356,2013-12-28 19:00:00,2013-12-28 20:00:00,2013-12-28 19:00:00,13.73967,77.9452
357,2013-11-10 16:00:00,2013-11-10 17:00:00,2013-11-10 16:00:00,13.5363,77.72733
358,2013-10-04 14:00:00,2013-10-04 15:00:00,2013-10-04 14:00:00,13.612,77.75367
359,2013-05-16 17:00:00,2013-05-16 18:00:00,2013-05-16 17:00:00,13.40369,77.84893
360,2013-10-22 13:00:00,2013-10-22 14:00:00,2013-10-22 13:00:00,13.44828,77.67194
361,2013-09-28 18:00:00,2013-09-28 19:00:00,2013-09-28 18:00:00,12.8435,76.16579
362,2013-06-26 12:00:00,2013-06-26 13:00:00,2013-06-26 12:00:00,12.82841,75.86296
363,2013-05-17 17:00:00,2013-05-17 18:00:00,2013-05-17 17:00:00,13.03311,76.1158
364,2013-12-13 20:00:00,2013-12-13 21:00:00,2013-12-13 20:00:00,12.86187,76.40085
365,2013-12-10 20:00:00,2013-12-10 21:00:00,2013-12-10 20:00:00,12.85884,76.14602
366,2013-02-12 22:00:00,2013-02-12 23:00:00,2013-02-12 22:00:00,13.05048,76.10451
367,2013-07-25 18:00:00,2013-07-25 19:00:00,2013-07-25 18:00:00,12.8492,75.85465
368,2013-10-16 17:00:00,2013-10-16 18:00:00,2013-10-16 17:00:00,12.91182,76.3825
369,2013-10-18 03:00:00,2013-10-18 04:00:00,2013-10-18 03:00:00,12.88728,75.84539
370,2013-02-17 05:00:00,2013-02-17 06:00:00,2013-02-17 05:00:00,12.82593,76.51812
371,2013-02-22 09:00:00,2013-02-22 10:00:00,2013-02-22 09:00:00,13.00108,76.01421
372,2013-12-05 18:00:00,2013-12-05 19:00:00,2013-12-05 18:00:00,12.89146,76.1071
373,2013-11-18 16:00:00,2013-11-18 17:00:00,2013-11-18 16:00:00,12.83194,76.19985
374,2013-05-18 17:00:00,2013-05-18 18:00:00,2013-05-18 17:00:00,12.94148,76.19324
375,2013-05-02 17:00:00,2013-05-02 18:00:00,2013-05-02 17:00:00,13.15023,76.00877
376,2013-02-21 19:00:00,2013-02-21 20:00:00,2013-02-21 19:00:00,13.17841,76.24477
377,2013-07-23 00:00:00,2013-07-23 01:00:00,2013-07-23 00:00:00,12.80733,76.08929
378,2013-02-10 20:00:00,2013-02-10 21:00:00,2013-02-10 20:00:00,12.91056,76.24786
379,2013-03-13 21:00:00,2013-03-13 22:00:00,2013-03-13 21:00:00,12.90596,76.17937
380,2013-08-22 07:00:00,2013-08-22 08:00:00,2013-08-22 07:00:00,13.00174,76.04031
381,2013-01-13 09:00:00,2013-01-13 10:00:00,2013-01-13 09:00:00,13.028,78.2668
382,2013-01-02 09:00:00,2013-01-02 10:00:00,2013-01-02 09:00:00,13.0671,78.07229
383,2013-06-24 13:00:00,2013-06-24 14:00:00,2013-06-24 13:00:00,13.17765,77.99842
384,2013-05-24 17:00:00,2013-05-24 18:00:00,2013-05-24 17:00:00,12.87516,78.2352
385,2013-12-07 02:00:00,2013-12-07 03:00:00,2013-12-07 02:00:00,13.13292,78.03072
386,2013-12-24 15:00:00,2013-12-24 16:00:00,2013-12-24 15:00:00,13.00794,78.17016
387,2013-04-27 18:00:00,2013-04-27 19:00:00,2013-04-27 18:00:00,13.1621,78.26853
388,2013-01-18 09:00:00,2013-01-18 10:00:00,2013-01-18 09:00:00,12.96523,77.9226
389,2013-04-24 08:00:00,2013-04-24 09:00:00,2013-04-24 08:00:00,13.11953,78.03976
390,2013-07-04 21:00:00,2013-07-04 22:00:00,2013-07-04 21:00:00,13.12833,78.10569
391,2013-02-18 22:00:00,2013-02-18 23:00:00,2013-02-18 22:00:00,13.12965,78.04663
392,2013-01-04 00:00:00,2013-01-04 01:00:00,2013-01-04 00:00:00,13.07078,78.1709
393,2013-04-04 23:00:00,2013-04-04 23:00:00,2013-04-04 23:00:00,13.26766,78.15634
394,2013-10-27 18:00:00,2013-10-27 19:00:00,2013-10-27 18:00:00,13.06707,78.50927
395,2013-07-24 07:00:00,2013-07-24 08:00:00,2013-07-24 07:00:00,13.12991,78.26007
396,2013-07-03 20:00:00,2013-07-03 21:00:00,2013-07-03 20:00:00,12.99603,78.10993
397,2013-09-14 15:00:00,2013-09-14 16:00:00,2013-09-14 15:00:00,13.15645,78.4913
398,2013-07-05 00:00:00,2013-07-05 01:00:00,2013-07-05 00:00:00,13.15974,78.01212
399,2013-07-27 08:00:00,2013-07-27 09:00:00,2013-07-27 08:00:00,12.79692,78.37128
400,2013-06-21 15:00:00,2013-06-21 16:00:00,2013-06-21 15:00:00,12.95394,77.95823
401,2013-09-25 17:00:00,2013-09-25 18:00:00,2013-09-25 17:00:00,13.04477,77.85091
402,2013-01-05 06:00:00,2013-01-05 07:00:00,2013-01-05 06:00:00,13.21136,77.47828
403,2013-05-25 23:00:00,2013-05-25 23:00:00,2013-05-25 23:00:00,13.36297,77.45298
404,2013-01-24 23:00:00,2013-01-24 23:00:00,2013-01-24 23:00:00,13.25988,77.3751
405,2013-06-03 09:00:00,2013-06-03 10:00:00,2013-06-03 09:00:00,12.97685,78.10522
406,2013-01-25 02:00:00,2013-01-25 03:00:00,2013-01-25 02:00:00,13.1459,77.49924
407,2013-07-16 09:00:00,2013-07-16 10:00:00,2013-07-16 09:00:00,12.95568,77.65276
408,2013-12-24 19:00:00,2013-12-24 20:00:00,2013-12-24 19:00:00,13.16018,77.69879
409,2013-10-01 23:00:00,2013-10-01 23:00:00,2013-10-01 23:00:00,13.09293,77.72603
410,2013-07-10 16:00:00,2013-07-10 17:00:00,2013-07-10 16:00:00,13.33475,77.41322
411,2013-07-07 18:00:00,2013-07-07 19:00:00,2013-07-07 18:00:00,13.22715,77.78891
412,2013-07-22 11:00:00,2013-07-22 12:00:00,2013-07-22 11:00:00,13.21549,77.95828
413,2013-06-17 13:00:00,2013-06-17 14:00:00,2013-06-17 13:00:00,13.26036,77.71256
414,2013-02-19 18:00:00,2013-02-19 19:00:00,2013-02-19 18:00:00,13.00248,77.79273
415,2013-05-03 18:00:00,2013-05-03 19:00:00,2013-05-03 18:00:00,13.4036,77.52594
416,2013-06-21 14:00:00,2013-06-21 15:00:00,2013-06-21 14:00:00,13.44123,77.45677
417,2013-06-04 10:00:00,2013-06-04 11:00:00,2013-06-04 10:00:00,13.22874,77.59197
418,2013-04-09 22:00:00,2013-04-09 23:00:00,2013-04-09 22:00:00,13.31077,77.83114
419,2013-08-06 20:00:00,2013-08-06 21:00:00,2013-08-06 20:00:00,13.50691,77.3573
420,2013-02-01 19:00:00,2013-02-01 20:00:00,2013-02-01 19:00:00,13.18737,77.63679
421,2013-06-28 06:00:00,2013-06-28 07:00:00,2013-06-28 06:00:00,12.7584,75.10472
422,2013-07-09 20:00:00,2013-07-09 21:00:00,2013-07-09 20:00:00,12.7084,74.91762
423,2013-12-03 19:00:00,2013-12-03 20:00:00,2013-12-03 19:00:00,12.64049,75.50542
424,2013-09-17 20:00:00,2013-09-17 21:00:00,2013-09-17 20:00:00,12.9942,75.0528
425,2013-03-15 18:00:00,2013-03-15 19:00:00,2013-03-15 18:00:00,13.01224,75.07726
426,2013-01-15 16:00:00,2013-01-15 17:00:00,2013-01-15 16:00:00,12.81353,75.33476
427,2013-09-04 10:00:00,2013-09-04 11:00:00,2013-09-04 10:00:00,12.77105,75.58984
428,2013-05-28 15:00:00,2013-05-28 16:00:00,2013-05-28 15:00:00,12.92221,75.19751
429,2013-08-28 17:00:00,2013-08-28 18:00:00,2013-08-28 17:00:00,12.825,75.33989
430,2013-08-01 10:00:00,2013-08-01 11:00:00,2013-08-01 10:00:00,12.88737,75.14329
431,2013-12-23 10:00:00,2013-12-23 11:00:00,2013-12-23 10:00:00,12.97269,75.23767
432,2013-10-04 18:00:00,2013-10-04 19:00:00,2013-10-04 18:00:00,12.66269,75.33447
433,2013-10-04 10:00:00,2013-10-04 11:00:00,2013-10-04 10:00:00,12.95294,75.30774
434,2013-08-12 10:00:00,2013-08-12 11:00:00,2013-08-12 10:00:00,12.82573,75.50392
435,2013-03-13 15:00:00,2013-03-13 16:00:00,2013-03-13 15:00:00,12.8851,74.96601
436,2013-06-05 17:00:00,2013-06-05 18:00:00,2013-06-05 17:00:00,12.57487,75.0265
437,2013-10-22 07:00:00,2013-10-22 08:00:00,2013-10-22 07:00:00,12.57018,75.24562
438,2013-02-01 09:00:00,2013-02-01 10:00:00,2013-02-01 09:00:00,13.01233,75.53302
439,2013-11-15 20:00:00,2013-11-15 21:00:00,2013-11-15 20:00:00,12.96439,75.09145
440,2013-07-13 18:00:00,2013-07-13 19:00:00,2013-07-13 18:00:00,12.79917,75.19073
441,2013-10-03 17:00:00,2013-10-03 18:00:00,2013-10-03 17:00:00,13.05747,77.4604
442,2013-01-13 16:00:00,2013-01-13 17:00:00,2013-01-13 16:00:00,12.94284,77.33348
443,2013-09-19 14:00:00,2013-09-19 15:00:00,2013-09-19 14:00:00,13.19459,77.66066
444,2013-12-27 15:00:00,2013-12-27 16:00:00,2013-12-27 15:00:00,12.69733,77.85708
445,2013-09-07 11:00:00,2013-09-07 12:00:00,2013-09-07 11:00:00,13.1029,77.75818
446,2013-01-08 13:00:00,2013-01-08 14:00:00,2013-01-08 13:00:00,12.94662,77.67724
447,2013-09-15 20:00:00,2013-09-15 21:00:00,2013-09-15 20:00:00,12.6922,77.69644
448,2013-05-12 01:00:00,2013-05-12 02:00:00,2013-05-12 01:00:00,12.90429,77.69967
449,2013-09-11 21:00:00,2013-09-11 22:00:00,2013-09-11 21:00:00,13.08361,77.52913
450,2013-12-09 02:00:00,2013-12-09 03:00:00,2013-12-09 02:00:00,12.94707,77.57454
451,2013-07-10 04:00:00,2013-07-10 05:00:00,2013-07-10 04:00:00,13.00712,77.69036
452,2013-07-27 22:00:00,2013-07-27 23:00:00,2013-07-27 22:00:00,12.71538,77.46278
453,2013-04-27 12:00:00,2013-04-27 13:00:00,2013-04-27 12:00:00,12.60519,77.41872
454,2013-04-19 19:00:00,2013-04-19 20:00:00,2013-04-19 19:00:00,13.13956,77.16365
455,2013-08-01 21:00:00,2013-08-01 22:00:00,2013-08-01 21:00:00,13.0018,77.72337
456,2013-06-19 12:00:00,2013-06-19 13:00:00,2013-06-19 12:00:00,12.85932,77.53076
457,2013-01-19 08:00:00,2013-01-19 09:00:00,2013-01-19 08:00:00,12.71883,77.44681
458,2013-03-02 19:00:00,2013-03-02 20:00:00,2013-03-02 19:00:00,13.02055,77.33916
459,2013-02-08 23:00:00,2013-02-08 23:00:00,2013-02-08 23:00:00,12.87435,77.50267
460,2013-05-04 20:00:00,2013-05-04 21:00:00,2013-05-04 20:00:00,12.84304,77.22815
461,2013-01-14 21:00:00,2013-01-14 22:00:00,2013-01-14 21:00:00,13.12045,77.72653
462,2013-02-17 18:00:00,2013-02-17 19:00:00,2013-02-17 18:00:00,13.08456,77.37089
463,2013-11-16 21:00:00,2013-11-16 22:00:00,2013-11-16 21:00:00,12.69336,77.59285
464,2013-08-27 18:00:00,2013-08-27 19:00:00,2013-08-27 18:00:00,12.98108,77.4044
465,2013-01-10 12:00:00,2013-01-10 13:00:00,2013-01-10 12:00:00,12.81147,77.61557
466,2013-09-13 23:00:00,2013-09-13 23:00:00,2013-09-13 23:00:00,12.99203,77.48989
467,2013-12-04 01:00:00,2013-12-04 02:00:00,2013-12-04 01:00:00,12.97867,77.43517
468,2013-10-28 09:00:00,2013-10-28 10:00:00,2013-10-28 09:00:00,12.86467,77.70985
469,2013-08-24 13:00:00,2013-08-24 14:00:00,2013-08-24 13:00:00,12.79728,77.67475
470,2013-08-17 13:00:00,2013-08-17 14:00:00,2013-08-17 13:00:00,12.88368,77.37505
471,2013-12-16 12:00:00,2013-12-16 13:00:00,2013-12-16 12:00:00,12.60337,77.55034
472,2013-09-14 08:00:00,2013-09-14 09:00:00,2013-09-14 08:00:00,12.81025,77.65832
473,2013-04-11 15:00:00,2013-04-11 16:00:00,2013-04-11 15:00:00,13.14758,77.46606
474,2013-01-07 12:00:00,2013-01-07 13:00:00,2013-01-07 12:00:00,12.87293,77.87214
475,2013-09-19 07:00:00,2013-09-19 08:00:00,2013-09-19 07:00:00,12.82207,77.45487
476,2013-01-11 15:00:00,2013-01-11 16:00:00,2013-01-11 15:00:00,13.2924,77.7778
477,2013-05-23 22:00:00,2013-05-23 23:00:00,2013-05-23 22:00:00,13.02552,77.71315
478,2013-01-19 16:00:00,2013-01-19 17:00:00,2013-01-19 16:00:00,12.89222,77.64508
479,2013-01-20 01:00:00,2013-01-20 02:00:00,2013-01-20 01:00:00,12.99121,77.52211
480,2013-06-23 20:00:00,2013-06-23 21:00:00,2013-06-23 20:00:00,13.14633,77.98849
481,2013-12-17 17:00:00,2013-12-17 18:00:00,2013-12-17 17:00:00,12.72727,77.70167
482,2013-01-07 19:00:00,2013-01-07 20:00:00,2013-01-07 19:00:00,12.80353,77.44354
483,2013-04-09 10:00:00,2013-04-09 11:00:00,2013-04-09 10:00:00,12.99291,77.51226
484,2013-11-26 18:00:00,2013-11-26 19:00:00,2013-11-26 18:00:00,12.88332,77.72113
485,2013-07-22 13:00:00,2013-07-22 14:00:00,2013-07-22 13:00:00,12.88289,77.55686
486,2013-08-19 20:00:00,2013-08-19 21:00:00,2013-08-19 20:00:00,12.76671,77.50046
487,2013-10-25 22:00:00,2013-10-25 23:00:00,2013-10-25 22:00:00,13.06959,77.7605
488,2013-03-22 19:00:00,2013-03-22 20:00:00,2013-03-22 19:00:00,12.65852,77.48473
489,2013-11-24 21:00:00,2013-11-24 22:00:00,2013-11-24 21:00:00,13.06885,77.42428
490,2013-02-11 11:00:00,2013-02-11 12:00:00,2013-02-11 11:00:00,12.84338,77.64608
491,2013-02-21 18:00:00,2013-02-21 19:00:00,2013-02-21 18:00:00,13.10599,77.35947
492,2013-09-12 19:00:00,2013-09-12 20:00:00,2013-09-12 19:00:00,12.99528,77.64383
493,2013-08-12 21:00:00,2013-08-12 22:00:00,2013-08-12 21:00:00,13.12435,77.64597
494,2013-09-04 09:00:00,2013-09-04 10:00:00,2013-09-04 09:00:00,12.98139,77.64266
495,2013-12-03 16:00:00,2013-12-03 17:00:00,2013-12-03 16:00:00,12.79926,77.77294
496,2013-07-09 10:00:00,2013-07-09 11:00:00,2013-07-09 10:00:00,12.91311,77.30133
497,2013-06-08 00:00:00,2013-06-08 01:00:00,2013-06-08 00:00:00,13.03997,77.63038
498,2013-12-06 10:00:00,2013-12-06 11:00:00,2013-12-06 10:00:00,12.86136,77.47016
499,2013-01-25 14:00:00,2013-01-25 15:00:00,2013-01-25 14:00:00,13.11973,77.54501
500,2013-06-25 16:00:00,2013-06-25 17:00:00,2013-06-25 16:00:00,12.98773,77.91567
501,2013-01-18 13:00:00,2013-01-18 14:00:00,2013-01-18 13:00:00,13.04915,77.341
502,2013-12-25 16:00:00,2013-12-25 17:00:00,2013-12-25 16:00:00,12.06255,75.49448
503,2013-06-14 19:00:00,2013-06-14 20:00:00,2013-06-14 19:00:00,12.3903,75.72063
504,2013-03-17 19:00:00,2013-03-17 20:00:00,2013-03-17 19:00:00,12.41231,75.90413
505,2013-03-19 17:00:00,2013-03-19 18:00:00,2013-03-19 17:00:00,12.59118,75.80586
506,2013-02-11 00:00:00,2013-02-11 01:00:00,2013-02-11 00:00:00,12.45649,75.90177
507,2013-09-28 16:00:00,2013-09-28 17:00:00,2013-09-28 16:00:00,12.42152,75.47001
508,2013-02-05 09:00:00,2013-02-05 10:00:00,2013-02-05 09:00:00,12.38322,75.78632
509,2013-01-19 11:00:00,2013-01-19 12:00:00,2013-01-19 11:00:00,12.12547,75.94262
510,2013-11-10 16:00:00,2013-11-10 17:00:00,2013-11-10 16:00:00,12.42178,75.99077
511,2013-08-11 22:00:00,2013-08-11 23:00:00,2013-08-11 22:00:00,12.31047,75.6427
512,2013-07-26 09:00:00,2013-07-26 10:00:00,2013-07-26 09:00:00,12.48363,75.87704
513,2013-06-27 12:00:00,2013-06-27 13:00:00,2013-06-27 12:00:00,12.43409,75.61953
514,2013-04-20 09:00:00,2013-04-20 10:00:00,2013-04-20 09:00:00,12.12418,75.7885
515,2013-02-16 22:00:00,2013-02-16 23:00:00,2013-02-16 22:00:00,12.61639,75.99333
516,2013-12-23 21:00:00,2013-12-23 22:00:00,2013-12-23 21:00:00,12.41176,75.3936
517,2013-09-12 02:00:00,2013-09-12 03:00:00,2013-09-12 02:00:00,12.61002,75.81176
518,2013-04-25 17:00:00,2013-04-25 18:00:00,2013-04-25 17:00:00,12.65704,75.90197
519,2013-07-05 10:00:00,2013-07-05 11:00:00,2013-07-05 10:00:00,12.43303,75.90778
520,2013-02-11 12:00:00,2013-02-11 13:00:00,2013-02-11 12:00:00,12.69184,75.52733
521,2013-04-25 13:00:00,2013-04-25 14:00:00,2013-04-25 13:00:00,12.22462,75.9947
522,2013-05-20 21:00:00,2013-05-20 22:00:00,2013-05-20 21:00:00,11.85849,77.27265
523,2013-08-14 23:00:00,2013-08-14 23:00:00,2013-08-14 23:00:00,12.1021,76.86433
524,2013-10-07 19:00:00,2013-10-07 20:00:00,2013-10-07 19:00:00,12.11467,77.15705
525,2013-09-17 18:00:00,2013-09-17 19:00:00,2013-09-17 18:00:00,11.68575,76.86563
526,2013-08-28 17:00:00,2013-08-28 18:00:00,2013-08-28 17:00:00,11.85402,77.20744
527,2013-11-28 18:00:00,2013-11-28 19:00:00,2013-11-28 18:00:00,11.87317,77.18218
528,2013-09-07 09:00:00,2013-09-07 10:00:00,2013-09-07 09:00:00,12.1314,77.20819
529,2013-12-05 10:00:00,2013-12-05 11:00:00,2013-12-05 10:00:00,11.59372,76.91916
530,2013-02-02 17:00:00,2013-02-02 18:00:00,2013-02-02 17:00:00,11.98219,76.93236
531,2013-11-09 14:00:00,2013-11-09 15:00:00,2013-11-09 14:00:00,11.98089,76.9968
532,2013-05-02 12:00:00,2013-05-02 13:00:00,2013-05-02 12:00:00,11.73154,77.24862
533,2013-07-14 20:00:00,2013-07-14 21:00:00,2013-07-14 20:00:00,12.05004,77.04658
534,2013-10-27 15:00:00,2013-10-27 16:00:00,2013-10-27 15:00:00,11.77908,76.93271
535,2013-01-12 19:00:00,2013-01-12 20:00:00,2013-01-12 19:00:00,11.87548,76.88272
536,2013-12-15 20:00:00,2013-12-15 21:00:00,2013-12-15 20:00:00,12.05089,76.92105
537,2013-02-11 20:00:00,2013-02-11 21:00:00,2013-02-11 20:00:00,11.8606,77.17987
538,2013-06-01 22:00:00,2013-06-01 23:00:00,2013-06-01 22:00:00,12.14087,77.15648
539,2013-06-18 08:00:00,2013-06-18 09:00:00,2013-06-18 08:00:00,11.92744,77.08824
540,2013-08-21 21:00:00,2013-08-21 22:00:00,2013-08-21 21:00:00,12.01314,76.93722
541,2013-06-08 14:00:00,2013-06-08 15:00:00,2013-06-08 14:00:00,11.91517,77.1563
542,2013-12-06 16:00:00,2013-12-06 17:00:00,2013-12-06 16:00:00,13.58254,76.9189
543,2013-03-28 18:00:00,2013-03-28 19:00:00,2013-03-28 18:00:00,13.55604,77.09904
544,2013-02-06 18:00:00,2013-02-06 19:00:00,2013-02-06 18:00:00,14.05994,77.04424
545,2013-08-01 16:00:00,2013-08-01 17:00:00,2013-08-01 16:00:00,13.32623,76.77935
